Date,Flow (mÂ³/s)
2020-01-01,74.5
2020-02-01,72.7
2020-03-01,117.0
2020-04-01,53.7
2020-05-01,83.0
2020-06-01,42.8
2020-07-01,123.0
2020-08-01,81.5
2020-09-01,230.0
2020-10-01,62.3
2020-11-01,79.5
2020-12-01,45.8
2020-01-02,69.3
2020-02-02,72.1
2020-03-02,113.0
2020-04-02,63.5
2020-05-02,106.0
2020-06-02,41.2
2020-07-02,134.0
2020-08-02,71.3
2020-09-02,217.0
2020-10-02,62.3
2020-11-02,73.0
2020-12-02,53.4
2020-01-03,64.1
2020-02-03,97.0
2020-03-03,102.0
2020-04-03,63.7
2020-05-03,111.0
2020-06-03,40.9
2020-07-03,174.0
2020-08-03,75.3
2020-09-03,171.0
2020-10-03,80.5
2020-11-03,68.5
2020-12-03,66.9
2020-01-04,64.3
2020-02-04,115.0
2020-03-04,99.7
2020-04-04,61.9
2020-05-04,97.6
2020-06-04,44.3
2020-07-04,160.0
2020-08-04,199.0
2020-09-04,130.0
2020-10-04,98.8
2020-11-04,64.6
2020-12-04,59.1
2020-01-05,63.9
2020-02-05,127.0
2020-03-05,98.5
2020-04-05,53.1
2020-05-05,89.6
2020-06-05,62.3
2020-07-05,135.0
2020-08-05,195.0
2020-09-05,123.0
2020-10-05,97.0
2020-11-05,73.1
2020-12-05,52.1
2020-01-06,53.7
2020-02-06,129.0
2020-03-06,115.0
2020-04-06,44.7
2020-05-06,126.0
2020-06-06,52.6
2020-07-06,112.0
2020-08-06,147.0
2020-09-06,103.0
2020-10-06,104.0
2020-11-06,72.8
2020-12-06,59.6
2020-01-07,54.3
2020-02-07,127.0
2020-03-07,104.0
2020-04-07,42.4
2020-05-07,126.0
2020-06-07,57.6
2020-07-07,103.0
2020-08-07,122.0
2020-09-07,120.0
2020-10-07,105.0
2020-11-07,72.9
2020-12-07,67.7
2020-01-08,63.9
2020-02-08,127.0
2020-03-08,97.6
2020-04-08,44.6
2020-05-08,124.0
2020-06-08,72.4
2020-07-08,97.8
2020-08-08,111.0
2020-09-08,109.0
2020-10-08,122.0
2020-11-08,72.7
2020-12-08,70.8
2020-01-09,63.8
2020-02-09,126.0
2020-03-09,90.3
2020-04-09,52.9
2020-05-09,120.0
2020-06-09,74.1
2020-07-09,92.6
2020-08-09,102.0
2020-09-09,103.0
2020-10-09,109.0
2020-11-09,72.7
2020-12-09,63.5
2020-01-10,63.9
2020-02-10,112.0
2020-03-10,90.9
2020-04-10,53.1
2020-05-10,103.0
2020-06-10,123.0
2020-07-10,93.5
2020-08-10,94.2
2020-09-10,103.0
2020-10-10,106.0
2020-11-10,66.8
2020-12-10,73.1
2020-01-11,60.4
2020-02-11,117.0
2020-03-11,109.0
2020-04-11,53.1
2020-05-11,93.8
2020-06-11,155.0
2020-07-11,171.0
2020-08-11,91.7
2020-09-11,94.7
2020-10-11,124.0
2020-11-11,71.0
2020-12-11,73.1
2020-01-12,53.7
2020-02-12,131.0
2020-03-12,104.0
2020-04-12,52.7
2020-05-12,104.0
2020-06-12,137.0
2020-07-12,143.0
2020-08-12,91.7
2020-09-12,92.6
2020-10-12,129.0
2020-11-12,72.4
2020-12-12,79.5
2020-01-13,53.7
2020-02-13,130.0
2020-03-13,113.0
2020-04-13,44.7
2020-05-13,104.0
2020-06-13,118.0
2020-07-13,113.0
2020-08-13,85.8
2020-09-13,88.6
2020-10-13,110.0
2020-11-13,72.7
2020-12-13,77.5
2020-01-14,53.6
2020-02-14,134.0
2020-03-14,113.0
2020-04-14,41.2
2020-05-14,104.0
2020-06-14,113.0
2020-07-14,101.0
2020-08-14,82.2
2020-09-14,82.3
2020-10-14,98.7
2020-11-14,67.8
2020-12-14,76.8
2020-01-15,53.7
2020-02-15,132.0
2020-03-15,109.0
2020-04-15,46.7
2020-05-15,104.0
2020-06-15,125.0
2020-07-15,92.2
2020-08-15,81.7
2020-09-15,82.3
2020-10-15,93.3
2020-11-15,55.0
2020-12-15,74.5
2020-01-16,49.1
2020-02-16,129.0
2020-03-16,97.7
2020-04-16,62.6
2020-05-16,102.0
2020-06-16,123.0
2020-07-16,101.0
2020-08-16,81.6
2020-09-16,82.2
2020-10-16,93.3
2020-11-16,52.4
2020-12-16,75.1
2020-01-17,43.4
2020-02-17,115.0
2020-03-17,96.1
2020-04-17,63.1
2020-05-17,85.6
2020-06-17,113.0
2020-07-17,126.0
2020-08-17,77.1
2020-09-17,73.9
2020-10-17,85.3
2020-11-17,52.2
2020-12-17,74.5
2020-01-18,45.6
2020-02-18,119.0
2020-03-18,88.0
2020-04-18,62.3
2020-05-18,73.0
2020-06-18,130.0
2020-07-18,89.8
2020-08-18,82.8
2020-09-18,71.1
2020-10-18,78.9
2020-11-18,52.1
2020-12-18,74.0
2020-01-19,53.1
2020-02-19,111.0
2020-03-19,85.8
2020-04-19,53.0
2020-05-19,72.6
2020-06-19,136.0
2020-07-19,83.7
2020-08-19,82.1
2020-09-19,62.3
2020-10-19,72.5
2020-11-19,53.6
2020-12-19,68.5
2020-01-20,51.9
2020-02-20,108.0
2020-03-20,85.8
2020-04-20,45.4
2020-05-20,72.5
2020-06-20,149.0
2020-07-20,97.6
2020-08-20,81.8
2020-09-20,61.1
2020-10-20,72.5
2020-11-20,66.9
2020-12-20,62.9
2020-01-21,60.8
2020-02-21,107.0
2020-03-21,84.4
2020-04-21,50.4
2020-05-21,72.4
2020-06-21,124.0
2020-07-21,122.0
2020-08-21,81.7
2020-09-21,51.9
2020-10-21,72.5
2020-11-21,64.0
2020-12-21,63.0
2020-01-22,46.3
2020-02-22,102.0
2020-03-22,75.3
2020-04-22,60.8
2020-05-22,72.4
2020-06-22,107.0
2020-07-22,122.0
2020-08-22,82.0
2020-09-22,51.6
2020-10-22,67.3
2020-11-22,62.7
2020-12-22,78.0
2020-01-23,44.1
2020-02-23,93.9
2020-03-23,67.1
2020-04-23,65.2
2020-05-23,69.5
2020-06-23,95.6
2020-07-23,122.0
2020-08-23,76.9
2020-09-23,51.9
2020-10-23,63.8
2020-11-23,56.0
2020-12-23,90.0
2020-01-24,43.6
2020-02-24,89.0
2020-03-24,64.3
2020-04-24,72.7
2020-05-24,86.7
2020-06-24,92.6
2020-07-24,122.0
2020-08-24,63.1
2020-09-24,51.1
2020-10-24,80.6
2020-11-24,52.1
2020-12-24,125.0
2020-01-25,45.8
2020-02-25,81.5
2020-03-25,70.5
2020-04-25,66.7
2020-05-25,77.9
2020-06-25,92.5
2020-07-25,122.0
2020-08-25,61.4
2020-09-25,57.3
2020-10-25,72.4
2020-11-25,51.8
2020-12-25,137.0
2020-01-26,54.3
2020-02-26,83.9
2020-03-26,74.3
2020-04-26,62.4
2020-05-26,62.8
2020-06-26,87.7
2020-07-26,105.0
2020-08-26,61.1
2020-09-26,69.6
2020-10-26,69.6
2020-11-26,52.0
2020-12-26,115.0
2020-01-27,54.2
2020-02-27,90.8
2020-03-27,74.1
2020-04-27,62.2
2020-05-27,61.9
2020-06-27,98.8
2020-07-27,84.1
2020-08-27,61.1
2020-09-27,65.8
2020-10-27,102.0
2020-11-27,51.9
2020-12-27,95.2
2020-01-28,55.7
2020-02-28,96.8
2020-03-28,66.0
2020-04-28,66.9
2020-05-28,61.8
2020-06-28,90.4
2020-07-28,81.7
2020-08-28,61.4
2020-09-28,63.2
2020-10-28,93.7
2020-11-28,52.0
2020-12-28,78.8
2020-01-29,58.9
2020-02-29,96.3
2020-03-29,60.0
2020-04-29,77.9
2020-05-29,61.5
2020-06-29,136.0
2020-07-29,82.1
2020-08-29,71.6
2020-09-29,62.9
2020-10-29,88.4
2020-11-29,52.0
2020-12-29,73.7
2020-01-30,66.9
2020-03-30,53.7
2020-04-30,82.9
2020-05-30,54.4
2020-06-30,140.0
2020-07-30,81.7
2020-08-30,148.0
2020-09-30,63.6
2020-10-30,88.7
2020-11-30,46.4
2020-12-30,69.5
2020-01-31,71.4
2020-03-31,53.7
2020-05-31,51.4
2020-07-31,81.4
2020-08-31,240.0
2020-10-31,85.0
2020-12-31,62.9
